date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"Tuesday, October 29, 2019","Select a search area Join us for a talk by Rebecca Kaplan, Cain Postdoctoral Fellow at the Science History Institute. Please check back for details on this talk. rebecca_kaplan_crop.jpg


Rebecca Kaplan. Rebecca Kaplan.",1:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,Monkey Trials and Cow Killers: Using Popular Culture in the Classroom,https://www.sciencehistory.org/event/monkey-trials-and-cow-killers-using-popular-culture-in-the-classroom,29-10-2019
"Wednesday, October 30, 2019","Select a search area This October, our Distillations podcast is coming to you live with a Halloween-themed show exploring the spooky side of alchemy. Hosts Lisa Berry Drago and Alexis Pedrick will explore early modern science’s flirtations with ritual and the occult. They’ll also bring the analysis and observation that listeners have come to know and love. Join us for the great storytelling, stay for the candy, and go home with a prize from one of our eerie games. le_docteur_alchimiste.jpg


“Le Docteur Alchimiste” (The Alchemical Doctor). Engraving on wove paper, 1740–1790.


Science History Institute “Le Docteur Alchimiste” (The Alchemical Doctor). Engraving on wove paper, 1740–1790. Science History Institute",8:30 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,7:00 p.m.,,Distillations Podcast Live: Super Spooky Halloween Spectacular,https://www.sciencehistory.org/event/distillations-podcast-live-super-spooky-halloween-spectacular,30-10-2019
"Thursday, November 7, 2019",Select a search area Join us for the November gathering of the Joseph Priestley Society. We are pleased to welcome the following speakers: Details on their presentation will be available soon. ,2:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,11:30 a.m.,,Advances in 3-D Printing,https://www.sciencehistory.org/event/joseph-priestley-society-201911,07-11-2019
"Friday, November 8, 2019","Select a search area Join the Othmer librarians for a fun and educational walk in the autumnal forest. satansmushroom.jpg


Boletus satanas (Satan’s mushroom) from the German botany monograph Lehrbuch der Botanik für Hochschulen, 1895.


Science History Institute Boletus satanas (Satan’s mushroom) from the German botany monograph Lehrbuch der Botanik für Hochschulen, 1895. Science History Institute",2:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,Library Pop-Up: Into the Woods,https://www.sciencehistory.org/event/library-pop-up-into-the-woods,08-11-2019
"Friday, November 8, 2019","Select a search area Join us for a talk by Ryan Dahn, fellow in residence at the Consortium for History of Science, Technology, and Medicine. Please note that this lecture will take place on a Friday. Details on this talk will be available soon. Lunchtime Lectures are a series of (mostly) weekly, informal talks on the history of chemistry or related subjects, including the history and social studies of science, technology, and medicine. Based on original research (sometimes still in progress), these talks are given by local scholars for an audience of the Institute staff and fellows and interested members of the public.",1:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,"Nazi Entanglement: Pascual Jordan, Quantum Mechanics, and the Legacy of the Third Reich",https://www.sciencehistory.org/event/nazi-entanglement-pascual-jordan-quantum-mechanics-and-the-legacy-of-the-third-reich,08-11-2019
"Saturday, November 9, 2019","Select a search area koumouzatsuwaballoon_wikicommons.jpg


Drawing of a Western hot air balloon, from a 1787 Japanese book Saying of the Dutch.


Wikimedia Commons Drawing of a Western hot air balloon, from a 1787 Japanese book Saying of the Dutch. Wikimedia Commons Ancient Chinese sources describe some very modern-sounding technologies, including special mirrors that can look inside the body to find illnesses and vehicles that can fly. What inspired the writers of ancient texts to speculate about such advanced technological concepts? And what happened to that knowledge?",12:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,11:00 a.m.,,"Magic Mirrors, Flying Machines, and Ancient Technology",https://www.sciencehistory.org/event/magic-mirrors-flying-machines-and-ancient-technology,09-11-2019
"Saturday, November 9, 2019","Select a search area With science topics ranging from medical history to the environment, Wikipedia’s content reaches more than 500 million people around the globe. wikisalon11.jpg Interested in joining the ranks of this online encyclopedia’s volunteer editors? Stop by for our monthly WikiSalon, a casual gathering of Wikipedia enthusiasts and those interested in learning more. Participants can edit articles of their own choice and suggest articles needing improvement to the group. You provide your own laptop; we provide coffee, tea, and plenty of opportunity for spontaneous discussion and collaboration.",2:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,WikiSalon,https://www.sciencehistory.org/event/wikisalon-201911,09-11-2019
"Tuesday, November 12, 2019","Select a search area Join us for a talk by Christopher Halm, Doan Fellow at the Science History Institute. Details on this talk will be available soon. Lunchtime Lectures are a series of (mostly) weekly, informal talks on the history of chemistry or related subjects, including the history and social studies of science, technology, and medicine. Based on original research (sometimes still in progress), these talks are given by local scholars for an audience of the Institute staff and fellows and interested members of the public.",1:00 p.m.,,"Science History Institute
315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,Lunchtime Lecture: Christopher Halm,https://www.sciencehistory.org/event/lunchtime-lecture-christopher-halm,12-11-2019
"Wednesday, June 5th, 2019 ","CHIP is partnering with the Charities Aid Foundation of America (CAF America) to host its annual International Grantmaking Symposium at the University of Pennsylvania on June 5-6, 2019. IGS is the preeminent forum for grantmaking practitioners, corporate foundatIon colleagues, advisors, and attorneys to convene and learn about the latest rules and regulations governing cross-border giving.
Read the full press release here.",,,,Center for High Impact Philanthropy,,All Day,,International Grantmaking Symposium 2019,https://www.impact.upenn.edu/event/international-grantmaking-symposium-2019/,05-06-2019
"Thursday, May 16th, 2019 ",Kat Rosqueta was invited to be the featured speaker at Philanthropy Delaware’s annual Women Give Breakfast. She spoke to an audience of women who work in family foundations and wealth management about how to achieve social impact and consider both cost and societal benefit to find the best “bang for buck.”,,,,Center for High Impact Philanthropy,,8:00 AM - 11:00 AM,,Philanthropy Delaware: Women Give Breakfast,https://www.impact.upenn.edu/event/philanthropy-delaware-women-give-breakfast/,16-05-2019
"Monday, March 25th, 2019 ","NatCon is the largest behavioral health conference in health care, hosted by the National Council for Behavioral Health. In partnership with the National Council and other organizations in an advisory capacity, CHIP is developing a toolkit for donors navigating the field of mental health and addiction. This will include a decision-making framework and examples of evidence-based approaches that philanthropy can support.
On March 27th, CHIP will be hosting a private workshop on how philanthropy can have the greatest impact on mental health and addiction. Experts will be invited to participate in generative discussions and provide feedback on CHIP’s early answers.",,,,Center for High Impact Philanthropy,,All Day,,NatCon19,https://www.impact.upenn.edu/event/natcon19/,25-03-2019
"Wednesday, March 13th, 2019 ","Kat Rosqueta, founding executive director of CHIP, gave a keynote on nonprofits having a higher impact at the annual Eagles Care Summit in Lincoln Financial Field.

The Eagles Care Summit is a full-day conference designed to bring Philadelphia nonprofits together with a focus on capacity building. Its goal is to make our communities stronger by providing local nonprofit staff with the tools, information, resources and connections they need to perform at their highest levels, regardless of focus area or mission.",,,,Center for High Impact Philanthropy,,All Day,,Eagles Care Summit,https://www.impact.upenn.edu/event/eagles-care-summit/,13-03-2019
"Saturday, February 16th, 2019 ","OWN IT Penn is a women’s empowerment, on-campus organization that aims to bridge the gap between female leaders and the young women who admire them, as well as to create awareness of the hurdles women still face in the workplace by hosting a diverse and accessible summit for college-aged students.
Neha Butala, our Social Impact Fellow working on The XX Factor, was invited to speak on a panel at the 2019 OWN IT Summit. Her panel, The Power of Speaking Up: Women in Activism, also included Katlyn Grasso (Founder of genHERation), Jeannine Lisitski (Executive Director and President of Women Against Abuse), Jennifer Morris (President of Conservation International), and Melissa Silverstein (Founder of Women and Hollywood).",,,,Center for High Impact Philanthropy,,All Day,,OWN IT Penn Women’s Empowerment Conference,https://www.impact.upenn.edu/event/own-it-penn-womens-empowerment-conference/,16-02-2019
"Tuesday, January 29th, 2019 ","Impact 100 Richmond will welcome Kat Rosqueta, founding executive director of CHIP, as the guest speaker for its annual Big Learn event. Kat will lead Impact 100 members in a discussion on practical ways individual donors can become high-impact philanthropists and do the most good. Register here for the event, which will be hosted at the Williams Mullen offices in Richmond, VA.",,,,Center for High Impact Philanthropy,,6:00 PM - 8:00 PM,,Impact 100 Richmond: Big Learn 2019,https://www.impact.upenn.edu/event/impact-100-richmond-big-learn-2019/,29-01-2019
"Monday, January 28th, 2019 ","Spring Point Partners and Permit Capital Advisors will host a panel discussion with experts in philanthropy and investment research, exploring ways to support women and girls and promote gender equity. CHIP’s work on The XX Factor, in particular the 5 key dimensions of women’s lives and evidence-based points of intervention, will be featured.
The panel will include Kat Rosqueta (founding Executive Director, Center for High Impact Philanthropy), Angélica Fuentes (Latin-American businesswoman and impact investor), Simran Sidhu (Director, The HIVE at Spring Point), and Angela Sun (Head of Strategy and Corporate Development, Bloomberg L.P.).",,,,Center for High Impact Philanthropy,,4:30 PM - 7:30 PM,,How to Positively Impact the Future for Women and Girls,https://www.impact.upenn.edu/event/how-to-positively-impact-the-future-for-women-and-girls/,28-01-2019
"Friday, November 16th, 2018 ","Glenmede and Flora Stone Mather Center for Women at Case Western Reserve University are bringing together a group of influential women for an afternoon of engaging conversation surrounding the topic of investing in women. Kat Rosqueta, founding Executive Director of the Center for High Impact Philanthropy, will be the keynote speaker at this event. She will present the five dimensions of a woman’s life that are critical to her flourishing, as well as CHIP’s recent guidance The XX Factor Guidebook: How to Align Financial Investments to Improve the Lives of Women and Girls.
The event will be held on Friday, November 16 at the Linsalata Alumni Center of Case Western Reserve University.",,,,Center for High Impact Philanthropy,,11:30 AM,,Funding the Future: Investing in Women,https://www.impact.upenn.edu/event/funding-the-future-investing-in-women/,16-11-2018
"Thursday, November 1st, 2018 ","The world’s first global Gender-Smart Investing Summit, presented by Catalyst at Large and UBS, was an invitation-only forum bringing together 300 of the world’s brightest minds in gender lens investing. Over two and a half days in Central London, these leaders come together to connect, collaborate, share information, and take action to deploy more capital, more strategically, in ways that make a difference to the lives of women and girls. Several colleagues who were instrumental in developing The XX Factor: A Comprehensive Framework for Improving the Lives of Women and Girls participated, including Summit host Suzanne Biegel (Chief Catalyst, Catalyst at Large), Sandra Maro Hunt (Senior Director, Wharton Social Impact Initiative), and Ruth Shaber (President, Tara Health Foundation).",,,,Center for High Impact Philanthropy,,All Day,,Gender-Smart Investing Summit,https://www.impact.upenn.edu/event/gender-smart-investing-summit/,01-11-2018
"Thursday, October 25th, 2018 ","The Center for High Impact Philanthropy is hosting scholars, foundation staff, and nonprofit leaders for an invite-only workshop to refine our funder toolkit for strengthening democracy.
Launched in April 2018, the Strengthening Democracy aims to answer the question: how can philanthropy strengthen democracy? Our guidance will describe characteristics of a strong democracy; outline the most promising, evidence-based strategies for strengthening democracy—and provide indicators to help understand progress. Our partner in developing this guidance is Democracy Fund, a bipartisan foundation established by eBay founder and philanthropist Pierre Omidyar that invests in organizations working to ensure that our political system is able to withstand new challenges and deliver on its promise to the American people.",,,,Center for High Impact Philanthropy,,All Day,,Strengthening Democracy Workshop,https://www.impact.upenn.edu/event/strengthening-democracy-workshop/,25-10-2018
4 October 2019,"What are the principles and the aesthetics guiding the design of our cities today? What are the ideals behind urbanists’ responses to pressing questions on the responsible use of resources, respect for the environment and planning collective living and multi-culturalism? 
""Urbanism and Society""
A talk by Prof. Paola Viganò, who will be discussing the breakthrough work of her studio throughout Europe. 
The talk takes place on Oct. 4 at 5:30 in the School of Design, Meyerson Hall, First floor gallery. 
The event is organized by Pi-Philly in partnership with the Consulate General of Italy in Philadelphia, the Weitzman School of Design at Penn, Ciao Philadelphia, and our Center for Italian Studies, with the collaboration of Dr. Marina Della Putta Johnston.
Paola Viganò is an architect and urbanist and a Professor in Urban Theory and Urban Design at the EPFL (Lausanne) and at IUAV Venice. Her practice, with offices based in Milan and Brussels, has received some of the most prestigious awards in this discipline.
Please register at: https://www.eventbrite.com/e/urbanism-and-society-tickets-71652928839",7:00 pm,,"Weitzmann School of Design, Meyerson Hall, First floor gallery",Italian Studies,,5:30 pm,,Paola Viganò on Urbanism and Society (School of Design),https://www.sas.upenn.edu/italians/event/2019/10/paola-vigan%C3%B2-urbanism-and-society-school-design,04-10-2019
23 October 2019,"More soon on this event.
Co-sponsors: Center for Italian Studies, Comparative Literatures & Literary Theory, Classics, Jewish Studies Program.The event wil be followed at 6pm by a conversation at Penn Book Center with Prof. Emily Wilson, Chair of CompLit and author of a recent translation of the Odyssey (Norton, 2017).",5:30 pm,,TBD (Williams Hall),Italian Studies,,4:00 pm,,Lawrence Venuti on Translation Studies (Williams Hall),https://www.sas.upenn.edu/italians/event/2019/10/lawrence-venuti-translation-studies-williams-hall,23-10-2019
"September 16, 2019 • 2 PM – 3 PM","September 16, 2019 • 2 PM – 3 PM



PMI Seminar: Rebecca Wells, MD
“A Bile Duct-on-a-chip: An example of a simple microfluidic device with outsized functional potential”
Speaker: Rebecca Wells – Professor of Medicine, University of Pennsylvania
Sponsor: Pennsylvania Muscle Institute
Time: 2:00 – 3:00 p.m. EST
Location: CRB Austrian Auditorium",3 PM,,,Center for Engineering MechanoBiology,,2 PM,,UPenn- Pennsylvania Muscle Institute (PMI) Seminar- September 16,https://cemb.upenn.edu/event/upenn-pennsylvania-muscle-institute-pmi-seminar-september-16/?rd=20190916,16-09-2019
"September 20, 2019 • 1:30 PM – 3 PM","September 20, 2019 • 1:30 PM – 3 PM
CEMB Conf. Room - 112 A LRSM



Details will be available soon.
For remote connection, GoToMeeting link is:  https://global.gotomeeting.com/join/843453725
If you wish to be added to the CEMB mailing list for these announcements, send your email address to:  MAILING LIST",3 PM,,CEMB Conf. Room - 112 A LRSM,Center for Engineering MechanoBiology,,1:30 PM,,Working Group MTG_ 1st for Fall Semester,https://cemb.upenn.edu/event/working-group-mtg_-1st-for-fall-semester/?rd=20190920,20-09-2019
"October 12, 2019 • 8 AM","October 12, 2019 • 8 AM
Washington University in St. Louis



This symposium is being organized by the Center for Engineering MechanoBiology with support from the National Science Foundation.  This year, the symposium will run as a satellite meeting of the Society of Engineering Science, taking place at Washington University in St. Louis from October 13-15.   For more information, go to SES2019.
Details at Symposium Webpage.",,,Washington University in St. Louis,Center for Engineering MechanoBiology,,8 AM,,2nd Annual Mechanobiology Symposium_ OCT 12,https://cemb.upenn.edu/event/2nd-annual-mechanobiology-symposium_-oct12/?rd=20191012,12-10-2019
"October 04, 2019","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research/,04-10-2019
"October 18, 2019",+ Google Calendar+ iCal Export,5:00 PM,,,Zicklincenter Center for Business Ethics,,9:00 AM,,Safeguarding Companies: The Need for a Model Code of Conduct for Political Spending (2019 CPA-Zicklin Index on Corporate Political Disclosure and Accountability),https://zicklincenter.wharton.upenn.edu/event/safeguarding-companies-the-need-for-a-model-code-of-conduct-for-political-spending-2019-cpa-zicklin-index-on-corporate-political-disclosure-and-accountability/,18-10-2019
"October 25, 2019","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small, and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research-2/,25-10-2019
"November 22, 2019","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small, and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research-3/,22-11-2019
"February 07, 2020","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small, and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research-4/,07-02-2020
"April 03, 2020","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small, and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research-5/,03-04-2020
"May 01, 2020","Over the 2019-2020 academic year, the Carol and Lawrence Zicklin Center for Business Ethics Research at the Wharton School, University of Pennsylvania, will convene a regular works-in-progress series for scholars working in normative business ethics (NBE). In particular, the Series will workshop papers pursuing business ethics issues from a normative perspective, or papers in moral or political philosophy with implications for the market, distributive justice, labor relations, the role of business in society, etc.
Workshop Objectives
The Series is part of an effort to foster normative business ethics in the academy and the public sphere. This particular initiative has two key objectives: First, it endeavors to provide a regular forum for scholars working on business ethics from a normative perspective. The community of such scholars is relatively small, and dispersed across numerous institutions, and there are few opportunities for these individuals to convene and share work. This Series is an effort to connect these scholars and to enrich their shared intellectual life. Second, the Series aims to be especially valuable to junior faculty and advanced graduate students, by providing them with feedback from, and opportunities to interact with, more established members of the normative business ethics community. To that end, we hope to have one junior author and one senior author at each session.
Workshop Format
The workshop will meet roughly once each month over the academic year. Any academic or practitioner with an interest in normative business ethics is invited to attend the sessions. Attendees are expected to read the papers in advance and to come with feedback for the paper authors. To maximize the opportunity for paper improvement, authors will not present their papers; we will instead spend our time together on questions and comments for the author.
Sessions will be held on Fridays, beginning at 1:00 pm unless otherwise indicated. We will discuss two to three papers at each session. Attendees are expected to read the papers in advance and to come prepared to offer feedback.
The sessions will be held on the following dates:
October 4, 2019
October 25, 2019
November 22, 2019
February 7, 2020
April 3, 2020
May 1, 2020
+ Google Calendar+ iCal Export",4:30 PM,,,Zicklincenter Center for Business Ethics,,1:00 PM,,Normative Business Ethics Workshop Series of the Carol and Lawrence Zicklin Center for Business Ethics Research,https://zicklincenter.wharton.upenn.edu/event/normative-business-ethics-workshop-series-of-the-carol-and-lawrence-zicklin-center-for-business-ethics-research-6/,01-05-2020
"October 10, 2019","Professor Daniel LaChance of Emory University will present on “Mrs. Miller’s Constitution: Civil Liberties and the Radical Right in Cold War America”


Abstract: In the early years of the Cold War, grassroots activists on the far-right end of the political spectrum became convinced that government bureaucracies were quietly ushering in an age of despotism. They grew especially alarmed at the growing power the government was giving to psychiatrists to oversee the psychological wellbeing of Americans. Using the state’s police powers, they feared, liberals would soon declare anti-communists and other conservatives mentally ill and banish them to mental institutions. Two events in the 1950s brought these anxieties to a fever pitch: the involuntary confinement of Vermont anti-communist activist Lucille Miller to a federal psychiatric hospital and federal legislation to fund the construction of a mental hospital in the Alaska territory.
  In their campaigns to free Miller and stop the construction of what they believed would be an Alaskan gulag, these activists turned to the law. They argued that the Constitution safeguarded a vision of liberty as the absence of unwanted government intrusions into an individual’s life. While these ultraconservative activists were dismissed as crackpots, many of their critics also felt a sense of diminished autonomy in the postwar world. In subsequent decades, they too would grow wary of government paternalism and embrace, for various reasons, a more libertarian understanding of rights. This idea of rights would eclipse an alternative vision of them as a tool for pursuing collective, egalitarian ends. To our growing body of explanations about how communitarian possibilities for civil rights and civil liberties were “lost” or “tamed” in the middle of the twentieth century, we might add anxieties about the fragility of the individual mind, which the cultural life of the Cold War drove to unprecedented levels.",1:20 PM,60767,Faculty Lounge,Penn Law School,,12:00 PM,,"Legal History Workshop: Daniel LaChance, Emory University",https://www.law.upenn.edu/newsevents/calendar.php#event_id/60767/view/event,10-10-2019
"October 21, 2019",,1:20 PM,60768,Faculty Lounge,Penn Law School,,12:00 PM,,"Legal History Workshop: Farah Peterson, University of Virginia Law School",https://www.law.upenn.edu/newsevents/calendar.php#event_id/60768/view/event,21-10-2019
"November 7, 2019",,1:20 PM,60769,Faculty Lounge,Penn Law School,,12:00 PM,,Legal History Workshop,https://www.law.upenn.edu/newsevents/calendar.php#event_id/60769/view/event,07-11-2019
