date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"February 6, 2019","The Legal History Workshop, the Constitutional Law Workshop, and the Wharton Legal Studies department are cosponsoring a workshop with Jed Shugerman and his co-authors Ethan Lieb and Andrew Kent. They will be presenting “Faithful Execution and Article II.” The workshop is open to Faculty and invited guests.",1:30 PM,59278,Faculty Lounge,Penn Law School,,12:00 PM,,"Legal History/Constitutional Law/Wharton Legal Studies Workshop: Jed Shugerman, Ethan Leib and Andrew Kent",https://www.law.upenn.edu/newsevents/calendar.php#event_id/59278/view/event,06-02-2019
"November 15, 2018","Professor Anna Lvovsky will be presenting.


  Anna Lvovsky is an Assistant Professor of Law at Harvard Law School, where she teaches American legal history, the history of policing, criminal law, and evidence. Professor Lvovsky’s scholarship focuses on the legal and cultural dimensions of policing, judicial uses of professional knowledge, and the regulation of gender, sexuality, and morality. Her recent work examines judicial deference to police expertise and the role of moral judgment in the Supreme Court’s Fourth Amendment jurisprudence.


  Professor Lvovsky’s book project, Queer Expertise: Urban Policing and the Discovery of the Gay World, 1920-1970, under contract with the University of Chicago Press, examines how the police drew on a combination of scientific expertise and lay stereotype about homosexuality to shape the legal status of gay men in the United States. As a dissertation, the project received the 2016 Julien Mezey Dissertation Award from the Association for the Study of Law, Culture, and the Humanities.


  Prior to joining HLS, Professor Lvovsky was an Academic Fellow at Columbia Law School. She clerked for Judge Michael Boudin of the 1st U.S. Circuit Court of Appeals and for Judge Gerard E. Lynch of the 2nd U.S. Circuit Court of Appeals. Professor Lvovsky graduated magna cum laude from Harvard Law School, where she was articles co-chair of the Harvard Law Review and the recipient of the LGBTQ Writing Prize, and received her Ph.D. in the History of American Civilization from Harvard University. She earned a B.A. summa cum laude from Yale College.",1:30 PM,58627,Faculty Lounge,Penn Law School,,12:00 PM,,Legal History Consortium Workshop: Anna Lvovsky,https://www.law.upenn.edu/newsevents/calendar.php#event_id/58627/view/event,15-11-2018
"November 5, 2018","Professor Hirota’s current book project, “The Business of the Nation: Foreign Contract Labor and the Rise of American Immigration Control,” examines the transnational business of importing Asian, Canadian, European, and Mexican contract laborers to the United States and the evolution of federal alien contract labor law designed to restrict this form of immigration over the course of the long nineteenth century. Since the early nineteenth century, Americans opposed the immigration of poor foreign workers who would degrade the dignity of labor and lower American wage standards. The opposition to immigrant labor became especially strong in the case of contract workers. In 1885, American workers’ antipathy to “alien contract labor” resulted in the passage of the federal Foran Act to ban the landing of foreign contract workers and deport those already in the United States back to their countries of origin. This project examines how hostility toward contract labor migration influenced American immigration law and how the alien contract labor law in turn affected immigrant workers.


   


  The paper traces the intellectual and legal genealogy of alien contract labor law by surveying the antebellum roots of opposition to imported labor in the United States. While labor radicalism in the late nineteenth century played a crucial role in the introduction of the Foran Act, the federal law was built upon earlier discourses on servile labor and the economic impact on Americans of immigration of certain kinds. In particular, the paper identifies the following four issues in antebellum America as the ideological and legal origins of the alien contract labor law: 1) Free Soilism, 2) “pauper labor” discourse, 3) assisted emigration, and 4) coolieism. The analysis in this paper is not intended to provide new evidence or revise historiography on these topics. Instead, the paper aims to demonstrate how the antebellum debates over the four issues collectively, if not exclusively, laid the foundations for the federal alien contract labor law, placing it in the broader framework of immigration politics beyond the labor conflict in the late nineteenth century.


   


  Hidetaka Hirota is a non-tenure-track Assistant Professor in the Institute for Advanced Study at Waseda University in Japan. He received his Ph.D. in History from Boston College, where his dissertation won the university’s best humanities dissertation prize. He previously held research and teaching positions at Columbia University and the City University of New York-City College. He is the author of Expelling the Poor: Atlantic Seaboard States and the Nineteenth-Century Origins of American Immigration Policy (OUP, 2017) and has published articled in the Journal of American History, American Quarterly, and the Journal of American Ethnic History. His scholarship has earned multiple distinctions, including book awards from the Immigration and Ethnic History Society, the New England American Studies Association, and the American Conference for Irish Studies, as well as the Paul L. Murphy Award, the Cromwell Dissertation Prize, and the Cromwell Fellowship from the American Society for Legal History.


   




      Professor Hirota’s major works have appeared in the Journal of American History, American Quarterly, and the Journal of American Ethnic History. His published articles received best essay awards from the Organization of American Historians, the Immigration and Ethnic History Society, and the Society for History in the Federal Government. Professor Hirota, and his work, has been featured by CUNY Radio, C-SPAN, The Atlantic, TIME, and The Irish Times.
    

      Professor Hirota is currently working on two book projects. One of them, The Business of the Nation, examines the significance of foreign contract labor in American immigration history, demonstrating how concerns about contract laborers from Asia, Europe, and Mexico transformed immigration control from a regional affair for coastal states to an issue of national-level significance in the United States. He is also developing another book, Democratic Intolerance, which provides a synthetic history of American nativism from the American Revolution to the present.",1:30 PM,58555,Faculty Lounge,Penn Law School,,12:00 PM,,The Genealogy of Alien Contract Labor Law: Hidetaka Hirota,https://www.law.upenn.edu/newsevents/calendar.php#event_id/58555/view/event,05-11-2018
"September 13, 2018","Please join us in welcoming Bok Visiting International Professor Michael Lobban to our first Legal History Workshop of the year.


  Michael Lobban is Professor of Legal History at the London School of Economics. He is a prolific and widely respected historian of the eighteenth and nineteenth-century English common law, whose work has earned recognition and plaudits both in the United Kingdom and the United States. He has written two monographs (the first, The Common Law and English Jurisprudence, 1760-1850 (Oxford, 1991), and then White Man’s Justice: South African Political Trials in the Black Consciousness Era (Oxford, 1996).  He is also the author of volume 8 of the multivolume Treatise of Legal Philosophy and General Jurisprudence (his 2007 volume is titled A History of the Philosophy of Law in the Common Law World, 1600-1900), and the co-author of three volumes of the massive Oxford History of the Laws of England (which cover the period 1820 – 1914), published in 2010), and finally the co-editor of three major edited volumes, including a symposium issue of Comparative Studies in the Development of the Law of Torts in Europe (Cambridge, 2012), Legitimacy and Illegitimacy in Nineteenth Century Law, Literature, and History (Palgrave, 2010), and a symposium issue of Current Legal Issues (Oxford, 2003).


  He will be presenting a paper titled Martial Law, the Privy Council and The Zulu Rebellion of 1906.",1:10 PM,58672,Faculty Lounge,Penn Law School,,12:00 PM,,Legal History Consortium Workshop: Michael Lobban,https://www.law.upenn.edu/newsevents/calendar.php#event_id/58672/view/event,13-09-2018
"April 11, 2018","Dylan C. Penningroth specializes in African American history and in U.S. socio-legal history. His first book, The Claims of Kinfolk: African American Property and Community in the Nineteenth-Century South (Chapel Hill: University of North Carolina Press, 2003), won the Avery Craven Prize from the Organization of American Historians. His articles have appeared in the Journal of American History, the American Historical Review, and the Journal of Family History. Penningroth has held fellowships from the National Endowment for the Humanities, the National Science Foundation, and the Stanford Humanities Center, and has been recognized by the Organization of American Historians’ Huggins-Quarles committee, a Weinberg College Teaching Award (Northwestern University), a McCormick Professorship of Teaching Excellence (Northwestern), and a MacArthur Foundation fellowship.


  Before joining Berkeley Law in 2015, Dylan Penningroth was on the faculty of the History Department at the University of Virginia (1999-2002), at Northwestern University (2002-2015), and a Research Professor at the American Bar Foundation (2007-2015).


  Penningroth is currently working on a study of African Americans’ encounter with law from the Civil War to the modern civil rights movement. Combining legal and social history, the study explores the practical meaning of legal rights for black life. His next project is a study of the legacies of slavery in colonial Ghana.",1:20 PM,56357,Faculty Lounge,Penn Law School,,12:00 PM,"Professor Dylan Penningroth, University of California, Berkeley, will be presenting.",Legal History Consortium Workshop: Dylan Penningroth,https://www.law.upenn.edu/newsevents/calendar.php#event_id/56357/view/event,11-04-2018
"March 15, 2018","Margot Canaday is a legal and political historian who studies gender and sexuality in modern America. She holds a B.A. from the University of Iowa and a Ph.D. from the University of Minnesota. Her first book, The Straight State: Sexuality and Citizenship in Twentieth Century America (Princeton, 2009), won the Organization of American Historians’ Ellis Hawley Prize, the American Political Science Association’s Gladys M. Kammerer Award (co-winner), the American Studies Association’s Lora Romero Prize, the American Society for Legal History’s Cromwell Book Prize, the Committee on LGBT History’s John Boswell Prize, the Lambda Literary Award for LGBT Studies, as well as the Association of American Law Schools’ Order of the Coif Biennial Book Award. Canaday has won fellowships from the Social Science Research Council, the Princeton University Society of Fellows, the Radcliffe Institute for Advanced Study, the National Endowment for the Humanities, and the American Council of Learned Societies. With Thomas Sugrue, Glenda Gilmore, Michael Kazin, and Stephen Pitti, she is co-editor of the series Politics and Culture in Modern America at the University of Pennsylvania Press.",1:20 PM,56356,Faculty Lounge,Penn Law School,,12:00 PM,"Professor Margot Canaday, Princeton University, will be discussing her book chapter “‘Making the ‘Business Case’: Gay Rights Inside the Post-Fordist Corporation.”",Legal History Consortium Workshop: Margot Canaday,https://www.law.upenn.edu/newsevents/calendar.php#event_id/56356/view/event,15-03-2018
"February 1, 2018","Shaun Ossei-Owusu is an Academic Fellow at Columbia Law School. He studies social inequality and his work sits at the intersection of law, history, and sociology. His research coheres around an interest in how government provides services to the poor, specifically legal aid and health care. His manuscript, which is based on his dissertation, explores the development of criminal legal aid and its unexamined relationship to racial inequality. He also studies how interface of federal legislation, municipal politics, and post-Great Society health care restructuring have impacted urban hospitals and the communities that they serve. 
  

    Before coming to Columbia, Ossei-Owusu received his J.D. and Ph.D from the University of California, Berkeley, where his work was supported the National Science Foundation, the American Bar Foundation, the American Society of Criminology and the American Society for Legal History. He has worked as a Pro Bono Fellow at Whitman Walker Health in Washington D.C. and as a teacher in North Philadelphia. His work has appeared in various scholarly and public outlets.",1:20 PM,56448,Faculty Lounge,Penn Law School,,12:00 PM,,Legal History Consortium Workshop: Shaun Ossei-Owusu,https://www.law.upenn.edu/newsevents/calendar.php#event_id/56448/view/event,01-02-2018
"November 27, 2017","Between 1967 and 1979, the United States’ divorce rate doubled. The rapidly rising divorce rate created a widespread crisis among women who had relied on their husbands for economic support and access to social insurance benefits such as Social Security and health insurance. In reponse, a now-forgotten strand of the 1970s feminist movement, which I call “the feminist divorce reform movement,” emerged and organized itself around securing women’s place in the United States’ marriage-based insurance system. This paper, part of a larger project on this movement, examines divorce’s decreasing political salience as more and more women entered the permanent workforce. In the 1970s, one-third of married American women were in the paid labor force. By 1985 that number had shot up. Even women with young children were now as likely to be found in the workforce as at home: around 50 percent of mothers with children under three and roughly 70 percent of mothers with children over six were in the labor force. In response, feminists who had once focused on shoring up the marriage-based insurance system turned their efforts toward securing women’s place in the employment-based insurance system. In this paper I consider how legislative battles over the Family and Medical Leave Act, universal child care, and welfare reform fit into a longer history of feminist activism dedicated to creating a social insurance system that protected women from the economic vulnerabilities created by their carework obligations.


   


  Suzanne Kahn received her Ph.D. in American History from Columbia University in 2015. Her dissertation, “Divorce and the Politics of the American Social Welfare Regime, 1969-2001,” was awarded the American Society for Legal History’s 2016 Cromwell Dissertation prize. She has received fellowships from the William Nelson Cromwell Foundation, the ACLS, and the Schlesinger Library at the Radcliffe Institute for Advanced Study. She currently works as a research analyst at SEIU 32BJ.",1:30 PM,56125,Faculty Lounge,Penn Law School,,12:00 PM,,Legal History Consortium Workshop: Suzanne Kahn,https://www.law.upenn.edu/newsevents/calendar.php#event_id/56125/view/event,27-11-2017
"October 11, 2017","Professor Elizabeth Papp Kamali, an Assistant Professor of Law, Harvard Law School, will be presenting her paper Trial by Ordeal by Jury in Medieval England, or Saints and Sinners in Literature and Law.


   


  Using a miracle tale as a focal point, this paper illuminates the political and cultural context of York at the turn of the twelfth to thirteenth century in order to make sense of England’s rapid transition from trial by ordeal to trial by jury after 1215. More specifically, the paper highlights the possible impact of the period of papal interdict (c. 1208 – 1214), imposed by Pope Innocent III in response to King John’s intransigence over the appointment of a new archbishop of Canterbury, during this transitional period in criminal procedure. It argues that the interdict, with its suspension of liturgies, might have forced experimentation with alternative means of reaching verdicts in felony cases. The paper also suggests that juries might have been involved in the issuance of ordeal verdicts in the late ordeal period in England, in which case the shift from trial by ordeal to trial by jury may be less a moment of rupture than a transition from one form of trial using juries to another, albeit a trial form more starkly desacralized after 1215. It is the author’s hope that the paper will serve as a starting point for further research, not a decisive answer to the questions it raises, including whether England’s rapid adoption of final jury verdicts may owe something to the tussle between King John and a particularly imperial and imperious pope.


   


  Elizabeth Papp Kamali is an Assistant Professor of Law at Harvard Law School, where she teaches Criminal Law, English Legal History, Medieval English Law, and a seminar on Mind and Criminal Responsibility.  She is a faculty member of Harvard’s Standing Committee on Medieval Studies.  Her research focuses on the medieval English common law and the history of criminal law, with a particular interest in the early criminal trial jury.  Her current projects include studies of the role of criminal intent in thirteenth- and fourteenth-century English felony cases, medieval understandings of anger’s operation in felony adjudication, conflict between urban customary law and the English common law in the early fourteenth century, and the influence of Roman law on the early development of the common law.  Recent publications include “The Devil’s Daughter of Hell Fire: Anger’s Role in Medieval English Felony Cases” (Law and History Review, 2017) and “Law and Equity in a Medieval English Manor Court” (in Texts and Contexts in Legal History: Essays in Honor of Charles Donahue, 2016).",1:15 PM,55474,Faculty Lounge,Penn Law School,,12:00 PM,Workshop open to faculty and invited guests,Legal History Consortium Workshop: Elizabeth Kamali,https://www.law.upenn.edu/newsevents/calendar.php#event_id/55474/view/event,11-10-2017
"Saturday, May 18, 2019 - 9:30am","This event is free and open to the public.
Enjoy some networking and breakfast during an hour-long roundup of our famous 60-Second Lectures. The live lectures, given by Penn Arts and Sciences’ foremost faculty, students, and alumni, prove that a world of knowledge can be condensed into just one minute. Find out how these Quakers, backed by the Power of Penn, are impacting their communities and the world as critical thinkers, problem solvers, and leaders. Vote for your favorite lecture and see who walks away with the grand prize.
Email events@sas.upenn.edu for more information.",,,"Bodek Lounge, Houston Hall 
3417 Spruce Street, Philadelphia",Penn SAS,,9:30am,,Penn Arts and Sciences' 60-Second Slam,https://www.sas.upenn.edu/events/penn-arts-and-sciences-60-second-slam,18-05-2019
"Saturday, May 18, 2019 - 12:00pm","Be sure to stop by the Penn Arts and Sciences Tent for an opportunity to reconnect with other College alumni, pick up some unique Penn swag, and find out about opportunities to get involved. Alumni from all generations are also invited to contribute notable Penn anecdotes and remembrances to Penn Back Then, a web-based audio scrapbook. Click HERE to hear past recordings.
Follow Penn Arts and Sciences on Twitter, Instagram and Facebook @PennSAS.",,,College Green,Penn SAS,,12:00pm,,Penn Arts and Sciences Tent on College Green,https://www.sas.upenn.edu/events/penn-arts-and-sciences-tent-college-green,18-05-2019
"Sunday, May 19, 2019 - 6:30pm","The College Graduation Ceremony celebrates the achievements of the graduating seniors in the College of Arts and Sciences. Each participant's name is read as they cross the stage and receive the congratulations of the dean of the school, the dean of the College, faculty, fellow students, friends and family.
Recommendations and Guidelines for Guests:
Wear low heels. The stands are very steep.
Wear sunglasses. Guests will be facing west during sunset.
Guests are not permitted in the student assembly area or the student seating area.
The ceremony will be held at Franklin Field rain or shine. The stadium is not covered.
Gates open at 5:30 pm. Guests enter at the Southeast corners of Franklin Field.
Guests are asked to meet their party away from Franklin Field at approximately 9:30 pm.
There will be a live webcast of the ceremony.
For more information, please visit The College Graduation Ceremony event page.",,,"Franklin Field 
233 South 33rd Street, Philadelphia",Penn SAS,"Class of 2019 Speaker: Hannah Sweeney, C'19
Graduation Speaker: Stacey Snider, C'82, PAR'19",6:30pm,,College of Arts and Sciences Graduation Ceremony,https://www.sas.upenn.edu/events/college-arts-and-sciences-graduation-ceremony,19-05-2019
"Wed, 05/08/2019 - 10:00 - 11:00","University of Pennsylvania Department of Physics & Astronomy / 209 South 33rd Street / Philadelphia, PA 19104-6396
Phone: (215) 898-8141 / Fax: (215) 898-2010 /physics-info@physics.upenn.edu",11:00,,,Penn Physics and Astronomy Department,"Brian Beckford, University of Michigan",10:00 ,,"High Energy Theory seminar: ""Latest Results from KOTO""",https://www.physics.upenn.edu/events/high-energy-theory-seminar-latest-results-koto,08-05-2019
"Thu, 05/09/2019 - 13:30 - 14:30","University of Pennsylvania Department of Physics & Astronomy / 209 South 33rd Street / Philadelphia, PA 19104-6396
Phone: (215) 898-8141 / Fax: (215) 898-2010 /physics-info@physics.upenn.edu",14:30,,,Penn Physics and Astronomy Department,"Tomohiro Yamazaki, University of Tokyo",13:30 ,,"High Energy Theory seminar: ""Search for the supersymmetric partner of the top quark with the ATLAS""",https://www.physics.upenn.edu/events/high-energy-theory-seminar-search-supersymmetric-partner-top-quark-atlas,09-05-2019
"Mon, 05/13/2019 - 14:00 - 16:00","University of Pennsylvania Department of Physics & Astronomy / 209 South 33rd Street / Philadelphia, PA 19104-6396
Phone: (215) 898-8141 / Fax: (215) 898-2010 /physics-info@physics.upenn.edu",16:00,,,Penn Physics and Astronomy Department,"Xingang Chen, Harvard University",14:00 ,,High Energy Theory seminar,https://www.physics.upenn.edu/events/high-energy-theory-seminar-27,13-05-2019
"Fri, 05/17/2019 - 08:30 - 18:00","University of Pennsylvania Department of Physics & Astronomy / 209 South 33rd Street / Philadelphia, PA 19104-6396
Phone: (215) 898-8141 / Fax: (215) 898-2010 /physics-info@physics.upenn.edu",18:00,,,Penn Physics and Astronomy Department,Graduate Students,08:30 ,,Physics and Astronomy Graduate Symposium,https://www.physics.upenn.edu/events/physics-and-astronomy-graduate-symposium,17-05-2019
"Sat, 05/25/2019 - 09:00 - 18:00","Jon Bloom, Broad Institute:""The Morse homology of PCA, deep learning, and the brain""",18:00,,,Penn Physics and Astronomy Department,,09:00 ,,Workshop on Applied Topology,https://www.physics.upenn.edu/events/workshop-applied-topology,25-05-2019
"Wed, 10/09/2019 - 14:00 - 15:00","University of Pennsylvania Department of Physics & Astronomy / 209 South 33rd Street / Philadelphia, PA 19104-6396
Phone: (215) 898-8141 / Fax: (215) 898-2010 /physics-info@physics.upenn.edu",15:00,,,Penn Physics and Astronomy Department,Adi Nusser (Technion),14:00 ,,Astronomy seminar,https://www.physics.upenn.edu/events/astronomy-seminar-4,09-10-2019
"Friday, 1 August 2014—Sunday, 31 May 2015","Co-curated by Alex Pezzati, Senior Archivist, Penn Museum, Eric Schnittke, Assistant Archivist, Penn Museum, and Joani Etskovitz, Summer internMore information",,,"Archives corridor, Penn Museum",Wolf Humanities Center Events,,,,Year of Color: Art in the Archives,http://wolfhumanities.upenn.edu/events/year-color-art-archives,01-08-2014
"Saturday, 16 August 2014—Sunday, 5 July 2015","Co-curated by C. Brian Rose, Curator-in-Charge, Mediterranean Section, Penn Museum, and Frank Matero, Professor of Architecture, Historic Preservation, University of PennsylvaniaMore information",,,"Special Exhibitions Gallery, 3rd floor, Penn Museum",Wolf Humanities Center Events,,,,Year of Color: Stone and Marble from Antiquity to the Present,http://wolfhumanities.upenn.edu/events/year-color-stone-and-marble-antiquity-present,16-08-2014
"Wednesday, 17 September 2014 - 5:00pm—6:30pm","Widely regarded as one of England’s most talented authors, Zadie Smith is a masterful painter of characters of all shades and hues. Her humorous and fiercely nuanced portraits of voice, ethnicity, black culture, and diasporic spaces span both her fiction and her essays on painting, art, philosophy, and literary traditions ranging from E.M. Forster to Zora Neale Hurston.  Received to widespread acclaim, Zadie Smith's first novel, White Teeth (2000), is a vibrant portrait of contemporary multicultural London, told through the story of three ethnically diverse families. The book won a number of awards and prizes, including the Guardian First Book Award, Whitbread First Novel Award, Commonwealth Writers Prize (Overall Winner, Best First Book), and two BT Ethnic and Multicultural Media Awards (Best Book/Novel and Best Female Media Newcomer). It was also shortlisted for the Mail on Sunday/John Llewellyn Rhys Prize, the Orange Prize for Fiction, and the Author’s Club First Novel Award. White Teeth has been translated into over twenty languages and was adapted for Channel 4 television for broadcast in autumn 2002. Her tenure as Writer in Residence at the Institute of Contemporary Arts resulted in the publication of an anthology of erotic stories entitled Piece of Flesh (2001). More recently, she has written the introduction for The Burned Children of America (2003), a collection of eighteen short stories by a new generation of young American writers.Zadie Smith’s second novel, The Autograph Man (2002), is a story of loss, obsession and the nature of celebrity. It won the 2003 Jewish Quarterly Literary Prize for Fiction. In 2003 and 2013 Granta magazine named her as one of 20 Best of Young British Novelists. Her third novel, On Beauty (2005), won the 2006 Orange Prize for Fiction. She has also written a nonfiction book about writing entitled Fail Better (2006). Her book, Changing My Mind: Occasional Essays, came out in 2009. Her novel, NW (2012) was named as one of the New York Times 10 Best Books of 2012.",6:30pm,,"Harrison Auditorium, Penn Museum, 3260 South Street",Wolf Humanities Center Events,,5:00pm,,The Writer's Palette,http://wolfhumanities.upenn.edu/events/writers-palette,17-09-2014
"Wednesday, 8 October 2014 - 5:00pm—6:30pm","Emperor Hadrian's villa near Rome was a vast complex, resplendent with many buildings surrounded by gardens, groves, statues, and water features. Archaeologist Bernard Frischer, an international authority on virtual heritage, describes his remarkable project to scan, model, and digitally restore to their full color and shape representative statues and other sculptures from this World Heritage Site.
Bernard Frischer is a leading digital humanist widely published on virtual heritage, Classics, and the survival of the Classical world.He received his B.A. in Classics from Wesleyan University and his Ph.D. in Classics from the University of Heidelberg. He taught Classics at UCLA from 1976 to 2004, following which he was Professor of Art History and Classics at the University of Virginia until joining Indiana University in 2013.Frischer has been a guest professor at the University of Pennsylvania, the University of Bologna, and Beijing Normal University and held the post of Professor-in-Charge of the Intercollegiate Center for Classical Studies in Rome. He is a member of Phi Beta Kappa, a Fellow of the Michigan Society of Fellows, a Fellow and trustee of the American Academy in Rome. He has also won research fellowships from the American Council of Learned Societies and the Center for Advanced Study in the Visual Arts. From 1996 to 2003 he directed the excavations of Horace's Villa sponsored by the American Academy in Rome, and from 1996 to 2004 he was founding director of the UCLA Cultural Virtual Reality Laboratory. The lab was one of the first in the world to use 3D computer modeling to reconstruct cultural heritage sites. Frischer has overseen many significant modeling projects, including ""Rome Reborn,"" the virtual recreation of the entire city of ancient Rome within the Aurelian Walls. In 2005 he was given the Pioneer Award of the International Society on Virtual Systems and Multimedia. In 2009, he was the recipient of the Tartessus Lifetime Achievement Prize from the Spanish Society of Virtual Archaeology. In 2010-11 he held the Senior Prize Fellowship at the Zukunftskolleg of the University of Konstanz.",6:30pm,,"Rainey Auditorium, Penn Museum, 3260 South Street",Wolf Humanities Center Events,,5:00pm,,Recovering Polychromy in the Statues of Hadrian's Villa,http://wolfhumanities.upenn.edu/events/recovering-polychromy-statues-hadrians-villa,08-10-2014
"Sunday, 12 October 2014 - 2:00pm","The films in this year's Penn Museum Second Sunday Series highlight vibrant expressions of culture from diverse locations around the world. More information: penn.museum/culturefilms.
 INDIAKaker Kolkata (Rowena Potts, Baidehi Sengupta, 2013)Mecho Bazaar (Potts, Sengupta 2006)In the series opener, we present two short folkloric films about Calcutta. Kaker Kolkata tells of the unique and antic relationship between crows and people, Mecho Bazaar visits the fish market of the old town. Come and join the conversation with Bengali scholar Dr. Manjita Mukharji.",,,"Rainey Auditorium, Penn Museum, 3260 South Street",Wolf Humanities Center Events,,2:00pm,,Kaker Kolkata AND Mecho Bazaar,http://wolfhumanities.upenn.edu/events/kaker-kolkata-and-mecho-bazaar,12-10-2014
"Wednesday, 22 October 2014 - 5:00pm—6:30pm","Religion, power, and science, as well as craft and fashion intertwine in this fascinating account by Nobel Prize-winning chemist Roald Hoffmann of the use and influence of indigo in world cultures. The vast journey of blue moves from Hebrew ritual uses of snail pigments to the chemistry and economics of blue jean dyes.
American chemist Roald Hoffmann is widely known for using quantum mechanics to help reveal the mechanisms of chemical reactions. He was born Roald Safran in 1937 in a small Polish town that is now part of the Ukraine. Hoffmann's father was a civil engineer familiar with the local infrastructure, which made him of value to the Nazis. For a while the family was allowed to remain in its own home, but was later relocated to a labor camp, where many of the Nazi guards could be bribed. After being paid off, the guards allowed 5-year-old Roald, his mother, two aunts, and an uncle to escape in early 1943. A Ukrainian couple hid them in the attic and storeroom of a nearby schoolhouse where the husband taught. Hoffmann's father remained behind in the camp, where he was tortured and killed by the Nazis in June 1943 for his involvement in a plot to arm camp prisoners.After the war ended, Hoffmann and his mother relocated to New York, where he later won a Westinghouse science scholarship to Columbia University, earning his BA there. He took his doctorate in chemistry from Harvard and in 1965 began teaching chemistry at Cornell, where he is now Rhodes Professor of Humane Letters Emeritus. Since 2002, Hoffmann has hosted a monthly cabaret called ""Entertaining Science"" at Cornelia Street Café in Greenwich Village.In 1963 Hoffmann introduced the extended Hückel method, a molecular orbital theory that allows calculation of the electronic structure of molecules. In 1965, in collaboration with Nobel laureate Robert Burns Woodward, he introduced the Woodward-Hoffmann rules, a method for exploring the electronic structure of transition states and intermediates in organic reactions. Hoffmann and Japanese chemist Kenichi Fukui shared the Nobel Prize for Chemistry in 1981 for their theories, developed independently, concerning the course of chemical reactions (Woodward had died two years earlier and thus was ineligible).Hoffmann is also a published poet, playwright, and essayist. His poems appear in several collections: The Metamict State (1987), Gaps and Verges (1990), Memory Effects (1999), and Soliton (2002). In addition, he is a philosopher of science who has made significant contributions to our conceptual, historical, and normative understanding of chemistry. Many of his philosophical essays have been collected in Roald Hoffman on the Philosophy, Art, and Science of Chemistry by Jeffrey Kovac and Michael Weisberg, eds. (2012).",6:30pm,,"Rainey Auditorium, Penn Museum, 3260 South Street",Wolf Humanities Center Events,,5:00pm,,The Allure of Indigo,http://wolfhumanities.upenn.edu/events/allure-indigo,22-10-2014
"Saturday, 1 November 2014—Saturday, 20 December 2014","The exhibition examines how artists have engaged with ideas of homeland and belonging that fail to cohere to a unitary sense of time or place. Through film, photography and performance, the artists in this exhibition explore the contours of belonging across different contexts - from the invention of nationalist social rituals to the homecoming of veterans, from the trope of the ""haunted"" house to that of the family portrait. By bringing together the work of an international group of artists approaching home as a volatile concept, this exhibition examines how fantasies of belonging involve complex psychic and affective responses to specific material and historical conditions informed by race, gender, sexuality and class.""Itinerant Belongings"" grounds this inquiry by revisiting critical debates that bridged activism and art in the 1980s and 1990s. Responding to the presence of the homeless, the displaced, and the disenfranchised in American cities, two of the artists in the exhibition, William Pope.L and Krzysztof Wodiczko, produced projects in this critical moment that questioned the very notion of what it meant for a space to be ""public."" This exhibition aims to reanimate this dialogue and extend it to a contemporary global landscape marked by mass displacement, armed conflict, and debates around borders and immigration.Work by Yael Bartana, Jamie Diamond, Andrew Moore, William Pope.L, Paul Salveson, Jessica Vaughn, Apichatpong Weerasethakul, and Krzysztof Wodiczko will be on display at Slought and the Addams Gallery at PennDesign, and viewers are encouraged to take an itinerant path from one exhibition site to another.
More information",,,"Slought, 4017 Walnut Street, PhiladelphiaAddams Fine Arts Hall, 200 S. 36th Street, Philadelphia",Wolf Humanities Center Events,,,,Itinerant Belongings,http://wolfhumanities.upenn.edu/events/itinerant-belongings,01-11-2014
"Sunday, 9 November 2014 - 2:00pm","The films in this year's Penn Museum Second Sunday Series highlight vibrant expressions of culture from diverse locations around the world. More information: penn.museum/culturefilms.
MEXICO
Day of the Dead(A.L. Palos, 2010)Tiempo de vals (Rebecca Savage, 2006)Renowned muralist and Mexican culture celebrant Cesar Viveros will present a short film about the glorious Zapotec Dia de muertos in Teotitlan del Valle, and a second film about the Quincenara as a right of passage in Tlaxcala.",,,"Rainey Auditorium, Penn Museum, 3260 South Street",Wolf Humanities Center Events,,2:00pm,,Day of the Dead AND Tiempo de vals,http://wolfhumanities.upenn.edu/events/day-dead-and-tiempo-de-vals,09-11-2014
